         100

 0.832750E+10  0.369094E-22
 0.124912E+11  0.137887E-21
 0.187369E+11  0.491258E-21
 0.230608E+11  0.929319E-21
 0.272536E+11  0.154523E-20
 0.405122E+11  0.511134E-20
 0.599580E+11  0.166380E-19
 0.856543E+11  0.490317E-19
 0.894896E+11  0.560260E-19
 0.109813E+12  0.104874E-18
 0.115304E+12  0.121865E-18
 0.133240E+12  0.190599E-18
 0.149895E+12  0.275026E-18
 0.199860E+12  0.679142E-18
 0.230608E+12  0.106945E-17
 0.299790E+12  0.247381E-17
 0.428271E+12  0.777634E-17
 0.599580E+12  0.226332E-16
 0.856543E+12  0.600765E-16
 0.132650E+13  0.140482E-15
 0.162224E+13  0.181711E-15
 0.189142E+13  0.210092E-15
 0.220596E+13  0.221889E-15
 0.257110E+13  0.217762E-15
 0.299790E+13  0.195402E-15
 0.349528E+13  0.155290E-15
 0.407489E+13  0.104466E-15
 0.475103E+13  0.570592E-16
 0.553936E+13  0.244054E-16
 0.645821E+13  0.685015E-17
 0.697348E+13  0.383256E-17
 0.753052E+13  0.254325E-17
 0.813100E+13  0.164487E-17
 0.877862E+13  0.958510E-18
 0.102352E+14  0.173346E-18
 0.119343E+14  0.829943E-20
 0.139114E+14  0.138666E-21
 0.150271E+14  0.938976E-23
 0.162224E+14  0.635613E-24
 0.175213E+14  0.315168E-24
 0.189142E+14  0.429104E-24
 0.204217E+14  0.116890E-24
 0.220596E+14  0.371946E-26
 0.238118E+14  0.489803E-28
 0.257110E+14  0.181258E-30
 0.267193E+14  0.504491E-31
 0.277583E+14  0.337513E-31
 0.288537E+14  0.924016E-32
 0.299790E+14  0.224811E-32
 0.305596E+14  0.643844E-33
 0.311535E+14  0.183034E-31
 0.323712E+14  0.832324E-30
 0.336389E+14  0.122221E-28
 0.349528E+14  0.666592E-27
 0.377427E+14  0.447497E-27
 0.407545E+14  0.461898E-28
 0.440026E+14  0.158333E-29
 0.475103E+14  0.148753E-30
 0.513075E+14  0.115355E-31
 0.553936E+14  0.109392E-31
 0.598144E+14  0.192541E-33
 0.645821E+14  0.783189E-36
 0.697348E+14  0.954589E-38
 0.753052E+14  0.541333E-40
 0.782537E+14  0.286560E-41
 0.813100E+14  0.145693E-42
 0.844955E+14  0.149113E-44
 0.878120E+14  0.971651E-47
 0.912325E+14  0.307665E-50
 0.948102E+14  0.156104E-59
 0.985179E+14  0.107917E-69
 0.102352E+15  0.285574E-72
 0.106384E+15  0.981788E-58
 0.110542E+15  0.451202E-57
 0.119343E+15  0.289420E-62
 0.139178E+15  0.421118E-74
 0.162224E+15  0.151563E-87
 0.189142E+15  0.100005E-98
 0.220596E+15  0.100000E-98
 0.257110E+15  0.100000E-98
 0.299790E+15  0.100000E-98
 0.315568E+15  0.100000E-98
 0.333100E+15  0.100000E-98
 0.352694E+15  0.100000E-98
 0.374738E+15  0.100000E-98
 0.399720E+15  0.100000E-98
 0.428271E+15  0.100000E-98
 0.461215E+15  0.100000E-98
 0.499650E+15  0.100000E-98
 0.545073E+15  0.100000E-98
 0.599580E+15  0.100000E-98
 0.666200E+15  0.100000E-98
 0.749475E+15  0.100000E-98
 0.856543E+15  0.100000E-98
 0.999300E+15  0.100000E-98
 0.119916E+16  0.100000E-98
 0.149895E+16  0.100000E-98
 0.199860E+16  0.100000E-98
 0.299790E+16  0.100000E-98
 0.599580E+16  0.100000E-98
