          25
 0.349861E+02  0.623464E+02  0.851112E+02  0.151541E+02  0.628751E+01  0.950638E+02  0.131317E+03  0.126873E+03  0.151165E+00
 0.315467E+02  0.374267E+02  0.481020E+02  0.877106E+01  0.406168E+01  0.793016E+02  0.116379E+03  0.116012E+03  0.182077E+00
 0.281686E+02  0.211911E+02  0.255820E+02  0.477885E+01  0.247800E+01  0.649269E+02  0.102496E+03  0.105467E+03  0.220448E+00
 0.250192E+02  0.115720E+02  0.131701E+02  0.251540E+01  0.145139E+01  0.526551E+02  0.905342E+02  0.957277E+02  0.263882E+00
 0.222231E+02  0.626554E+01  0.678020E+01  0.131766E+01  0.835302E+00  0.427365E+02  0.809201E+02  0.871980E+02  0.308942E+00
 0.197388E+02  0.336133E+01  0.349057E+01  0.685742E+00  0.472340E+00  0.347038E+02  0.733069E+02  0.798160E+02  0.354468E+00
 0.175307E+02  0.178234E+01  0.179701E+01  0.353034E+00  0.262903E+00  0.281659E+02  0.674325E+02  0.735061E+02  0.402156E+00
 0.155744E+02  0.933041E+00  0.925133E+00  0.179636E+00  0.143975E+00  0.228301E+02  0.631772E+02  0.683698E+02  0.452640E+00
 0.138520E+02  0.484322E+00  0.476276E+00  0.910409E-01  0.775017E-01  0.184831E+02  0.603007E+02  0.645291E+02  0.500395E+00
 0.123361E+02  0.250111E+00  0.245196E+00  0.461210E-01  0.411722E-01  0.149422E+02  0.584348E+02  0.617137E+02  0.542164E+00
 0.109968E+02  0.128561E+00  0.126231E+00  0.233208E-01  0.216747E-01  0.120640E+02  0.573642E+02  0.596327E+02  0.579157E+00
 0.979302E+01  0.664546E-01  0.649861E-01  0.122724E-01  0.118035E-01  0.971099E+01  0.555257E+02  0.566754E+02  0.598804E+00

 0.396555E+03  0.383228E+06  0.428728E+04  0.345533E+06  0.428718E+04  0.151714E+04  0.175701E+04  0.164243E+05 -0.261409E-01
 0.257070E+03  0.767446E+05  0.367899E+04  0.100342E+06  0.295079E+05  0.134175E+04  0.140569E+04  0.139564E+04  0.564107E-01
 0.161150E+03  0.126955E+05  0.310596E+04  0.197895E+05  0.791558E+04  0.912009E+03  0.104848E+04  0.112358E+04  0.114354E+00
 0.129647E+03  0.675819E+04  0.257529E+04  0.652862E+04  0.201409E+04  0.695608E+03  0.735359E+03  0.732616E+03  0.922410E-01
 0.113276E+03  0.475011E+04  0.209309E+04  0.336295E+04  0.824770E+03  0.577550E+03  0.591176E+03  0.526253E+03  0.704155E-01
 0.102881E+03  0.341967E+04  0.166401E+04  0.209705E+04  0.439567E+03  0.503221E+03  0.516265E+03  0.427814E+03  0.550846E-01
 0.941784E+02  0.238020E+04  0.129095E+04  0.139035E+04  0.277611E+03  0.442452E+03  0.460486E+03  0.376099E+03  0.475887E-01
 0.858939E+02  0.158749E+04  0.974794E+03  0.924183E+03  0.191749E+03  0.386523E+03  0.409379E+03  0.339410E+03  0.472503E-01
 0.778392E+02  0.101683E+04  0.714363E+03  0.602306E+03  0.136465E+03  0.334419E+03  0.361326E+03  0.306884E+03  0.526337E-01
 0.700802E+02  0.628208E+03  0.506456E+03  0.381820E+03  0.967529E+02  0.286573E+03  0.317104E+03  0.276321E+03  0.628529E-01
 0.627235E+02  0.376391E+03  0.346137E+03  0.234860E+03  0.671858E+02  0.243266E+03  0.277262E+03  0.247658E+03  0.775474E-01
 0.558692E+02  0.220001E+03  0.227165E+03  0.140138E+03  0.453143E+02  0.204465E+03  0.241802E+03  0.221116E+03  0.965540E-01
 0.495864E+02  0.126197E+03  0.142543E+03  0.811186E+02  0.295619E+02  0.169994E+03  0.210388E+03  0.196880E+03  0.119744E+00
 0.438968E+02  0.713517E+02  0.851112E+02  0.454818E+02  0.186032E+02  0.139704E+03  0.182622E+03  0.175055E+03  0.147141E+00
 0.387558E+02  0.397144E+02  0.481020E+02  0.245788E+02  0.112518E+02  0.113397E+03  0.158139E+03  0.155620E+03  0.179268E+00
 0.340769E+02  0.215795E+02  0.255820E+02  0.127024E+02  0.649823E+01  0.907977E+02  0.136630E+03  0.138377E+03  0.216666E+00
 0.299578E+02  0.116281E+02  0.131701E+02  0.643784E+01  0.365745E+01  0.723926E+02  0.118767E+03  0.123631E+03  0.258231E+00
 0.264250E+02  0.630955E+01  0.678020E+01  0.328422E+01  0.205031E+01  0.579918E+02  0.104705E+03  0.111369E+03  0.301888E+00
 0.233451E+02  0.341122E+01  0.349057E+01  0.167570E+01  0.113918E+01  0.466045E+02  0.937037E+02  0.101054E+03  0.347028E+00
 0.206289E+02  0.181988E+01  0.179701E+01  0.849023E+00  0.626207E+00  0.374982E+02  0.852732E+02  0.923718E+02  0.395459E+00
 0.182323E+02  0.954259E+00  0.925133E+00  0.426448E+00  0.339746E+00  0.301833E+02  0.791962E+02  0.853785E+02  0.447477E+00
 0.161409E+02  0.495114E+00  0.476276E+00  0.214048E+00  0.181616E+00  0.243318E+02  0.751231E+02  0.801999E+02  0.496912E+00
 0.143183E+02  0.255243E+00  0.245196E+00  0.107685E+00  0.959792E-01  0.196272E+02  0.724992E+02  0.764436E+02  0.540105E+00
 0.127232E+02  0.130684E+00  0.126231E+00  0.541816E-01  0.503269E-01  0.158195E+02  0.709753E+02  0.736992E+02  0.578109E+00
 0.113040E+02  0.675677E-01  0.649861E-01  0.284196E-01  0.273256E-01  0.127016E+02  0.686072E+02  0.699850E+02  0.598251E+00

 0.364772E+03  0.271578E+06  0.428728E+04  0.252857E+06  0.428720E+04  0.149418E+04  0.179755E+04  0.164242E+05 -0.203670E-01
 0.253758E+03  0.707847E+05  0.367899E+04  0.885057E+05  0.200459E+05  0.133300E+04  0.138139E+04  0.138598E+04  0.404363E-01
 0.197476E+03  0.292690E+05  0.310596E+04  0.308482E+05  0.642913E+04  0.112027E+04  0.115767E+04  0.113382E+04  0.444901E-01
 0.162784E+03  0.158737E+05  0.257529E+04  0.138373E+05  0.249535E+04  0.922488E+03  0.945247E+03  0.881826E+03  0.396037E-01
 0.144437E+03  0.106210E+05  0.209309E+04  0.806278E+04  0.118328E+04  0.800077E+03  0.813312E+03  0.681578E+03  0.285654E-01
 0.131057E+03  0.727662E+04  0.166401E+04  0.525204E+04  0.723237E+03  0.705711E+03  0.722154E+03  0.579080E+03  0.230725E-01
 0.118937E+03  0.485083E+04  0.129095E+04  0.347065E+04  0.505897E+03  0.618407E+03  0.639895E+03  0.515037E+03  0.228958E-01
 0.107158E+03  0.310233E+04  0.974794E+03  0.224127E+04  0.369219E+03  0.533637E+03  0.559421E+03  0.459385E+03  0.271142E-01
 0.957271E+02  0.190091E+04  0.714363E+03  0.139897E+04  0.267836E+03  0.453134E+03  0.482469E+03  0.406136E+03  0.352715E-01
 0.848231E+02  0.111817E+04  0.506456E+03  0.842025E+03  0.189254E+03  0.379459E+03  0.412040E+03  0.356482E+03  0.475530E-01
 0.746030E+02  0.633831E+03  0.346137E+03  0.488746E+03  0.129105E+03  0.314180E+03  0.350076E+03  0.311653E+03  0.645179E-01
 0.652165E+02  0.348267E+03  0.227165E+03  0.274115E+03  0.846450E+02  0.257733E+03  0.297178E+03  0.271917E+03  0.865598E-01
 0.567758E+02  0.186906E+03  0.142543E+03  0.148975E+03  0.532607E+02  0.209523E+03  0.252644E+03  0.237072E+03  0.113679E+00
 0.493235E+02  0.986642E+02  0.851112E+02  0.785958E+02  0.321698E+02  0.168573E+03  0.215097E+03  0.206738E+03  0.145576E+00
 0.428030E+02  0.513556E+02  0.481020E+02  0.401738E+02  0.186441E+02  0.134007E+03  0.183216E+03  0.180512E+03  0.182188E+00
 0.370729E+02  0.262436E+02  0.255820E+02  0.197714E+02  0.103300E+02  0.105093E+03  0.156029E+03  0.157950E+03  0.223595E+00
 0.321957E+02  0.134455E+02  0.131701E+02  0.963054E+01  0.560338E+01  0.821947E+02  0.134023E+03  0.139280E+03  0.268146E+00
 0.281388E+02  0.701968E+01  0.678020E+01  0.476645E+01  0.304654E+01  0.648056E+02  0.117107E+03  0.124259E+03  0.313572E+00
 0.246825E+02  0.368373E+01  0.349057E+01  0.237639E+01  0.165102E+01  0.514112E+02  0.104139E+03  0.111989E+03  0.359551E+00
 0.216842E+02  0.191900E+01  0.179701E+01  0.118321E+01  0.889298E+00  0.409321E+02  0.943628E+02  0.101902E+03  0.407968E+00
 0.190761E+02  0.987523E+00  0.925133E+00  0.587004E+00  0.474825E+00  0.326831E+02  0.874058E+02  0.939282E+02  0.459070E+00
 0.168302E+02  0.505497E+00  0.476276E+00  0.292268E+00  0.250905E+00  0.262067E+02  0.827952E+02  0.881126E+02  0.506979E+00
 0.148932E+02  0.258147E+00  0.245196E+00  0.146296E+00  0.131521E+00  0.210714E+02  0.798442E+02  0.839473E+02  0.548339E+00
 0.132107E+02  0.131303E+00  0.126231E+00  0.734000E-01  0.685677E-01  0.169511E+02  0.781179E+02  0.809355E+02  0.584287E+00
 0.117238E+02  0.675879E-01  0.649861E-01  0.383211E-01  0.369525E-01  0.135950E+02  0.755605E+02  0.769967E+02  0.603137E+00

 0.360825E+03  0.253628E+06  0.428728E+04  0.242647E+06  0.428721E+04  0.149114E+04  0.180323E+04  0.164242E+05 -0.194072E-01
 0.250747E+03  0.682672E+05  0.367899E+04  0.863930E+05  0.183158E+05  0.132473E+04  0.136812E+04  0.139209E+04  0.411453E-01
 0.213008E+03  0.382264E+05  0.310596E+04  0.390465E+05  0.545209E+04  0.119210E+04  0.121114E+04  0.113502E+04  0.252691E-01
 0.185726E+03  0.240144E+05  0.257529E+04  0.219745E+05  0.260967E+04  0.105889E+04  0.107500E+04  0.955838E+03  0.187833E-01
 0.166776E+03  0.162529E+05  0.209309E+04  0.139088E+05  0.150314E+04  0.947688E+03  0.963624E+03  0.806023E+03  0.142741E-01
 0.151107E+03  0.110178E+05  0.166401E+04  0.917899E+04  0.101896E+04  0.845704E+03  0.865002E+03  0.704263E+03  0.129505E-01
 0.136288E+03  0.722877E+04  0.129095E+04  0.598293E+04  0.746260E+03  0.742969E+03  0.766389E+03  0.624160E+03  0.150089E-01
 0.121866E+03  0.455091E+04  0.974794E+03  0.377309E+04  0.551167E+03  0.639567E+03  0.666691E+03  0.548916E+03  0.200956E-01
 0.107998E+03  0.274650E+04  0.714363E+03  0.229132E+04  0.398423E+03  0.539637E+03  0.570029E+03  0.477521E+03  0.283311E-01
 0.949038E+02  0.159029E+04  0.506456E+03  0.133954E+04  0.278815E+03  0.447447E+03  0.480928E+03  0.412523E+03  0.403622E-01
 0.827457E+02  0.885035E+03  0.346137E+03  0.754324E+03  0.187833E+03  0.365871E+03  0.402560E+03  0.355334E+03  0.571419E-01
 0.716743E+02  0.475316E+03  0.227165E+03  0.409998E+03  0.121368E+03  0.296215E+03  0.336461E+03  0.305991E+03  0.794300E-01
 0.617908E+02  0.247942E+03  0.142543E+03  0.215675E+03  0.751115E+02  0.237906E+03  0.282110E+03  0.263859E+03  0.107615E+00
 0.531235E+02  0.126507E+03  0.851112E+02  0.110010E+03  0.445214E+02  0.189278E+03  0.237502E+03  0.227956E+03  0.141675E+00
 0.455983E+02  0.633566E+02  0.481020E+02  0.543534E+02  0.252606E+02  0.148655E+03  0.200382E+03  0.197318E+03  0.181486E+00
 0.390781E+02  0.310593E+02  0.255820E+02  0.259002E+02  0.136764E+02  0.115008E+03  0.169172E+03  0.171169E+03  0.226527E+00
 0.336309E+02  0.152897E+02  0.131701E+02  0.122696E+02  0.725344E+01  0.887303E+02  0.144218E+03  0.149749E+03  0.274380E+00
 0.291664E+02  0.771184E+01  0.678020E+01  0.593780E+01  0.386504E+01  0.690480E+02  0.125267E+03  0.132763E+03  0.322374E+00
 0.254252E+02  0.393221E+01  0.349057E+01  0.290874E+01  0.205766E+01  0.541725E+02  0.110933E+03  0.119100E+03  0.369883E+00
 0.222294E+02  0.200169E+01  0.179701E+01  0.142933E+01  0.109157E+01  0.427577E+02  0.100263E+03  0.108043E+03  0.418656E+00
 0.194873E+02  0.101250E+01  0.925133E+00  0.702737E+00  0.575762E+00  0.339312E+02  0.927455E+02  0.994234E+02  0.469001E+00
 0.171528E+02  0.512231E+00  0.476276E+00  0.347909E+00  0.301583E+00  0.271022E+02  0.878038E+02  0.932096E+02  0.515500E+00
 0.151552E+02  0.259579E+00  0.245196E+00  0.173552E+00  0.157123E+00  0.217417E+02  0.846530E+02  0.887999E+02  0.555190E+00
 0.134295E+02  0.131410E+00  0.126231E+00  0.869164E-01  0.815666E-01  0.174683E+02  0.827986E+02  0.856342E+02  0.589338E+00
 0.119115E+02  0.673930E-01  0.649861E-01  0.452231E-01  0.437099E-01  0.140026E+02  0.801401E+02  0.815945E+02  0.607104E+00

 0.361507E+03  0.254838E+06  0.428728E+04  0.245006E+06  0.428721E+04  0.149168E+04  0.179966E+04  0.164242E+05 -0.191231E-01
 0.251783E+03  0.702188E+05  0.367899E+04  0.886454E+05  0.179406E+05  0.132761E+04  0.136682E+04  0.139748E+04  0.410682E-01
 0.221696E+03  0.441040E+05  0.310596E+04  0.451165E+05  0.498705E+04  0.122772E+04  0.124092E+04  0.113778E+04  0.186410E-01
 0.199783E+03  0.301942E+05  0.257529E+04  0.287491E+05  0.262241E+04  0.113161E+04  0.114551E+04  0.991573E+03  0.104777E-01
 0.181118E+03  0.207785E+05  0.209309E+04  0.191322E+05  0.173823E+04  0.103320E+04  0.104993E+04  0.880968E+03  0.855869E-02
 0.164024E+03  0.140306E+05  0.166401E+04  0.127121E+05  0.126019E+04  0.930375E+03  0.950580E+03  0.784727E+03  0.904828E-02
 0.147485E+03  0.914203E+04  0.129095E+04  0.822164E+04  0.940867E+03  0.821069E+03  0.844975E+03  0.694872E+03  0.117712E-01
 0.131418E+03  0.571801E+04  0.974794E+03  0.512510E+04  0.695795E+03  0.708293E+03  0.735704E+03  0.607408E+03  0.168041E-01
 0.116043E+03  0.343132E+04  0.714363E+03  0.307299E+04  0.501166E+03  0.597506E+03  0.628175E+03  0.524721E+03  0.246069E-01
 0.101591E+03  0.197657E+04  0.506456E+03  0.177280E+04  0.349048E+03  0.494105E+03  0.527899E+03  0.449934E+03  0.360141E-01
 0.882363E+02  0.109389E+04  0.346137E+03  0.984947E+03  0.233991E+03  0.402114E+03  0.439117E+03  0.384643E+03  0.520810E-01
 0.761229E+02  0.583113E+03  0.227165E+03  0.527866E+03  0.150493E+03  0.323635E+03  0.364193E+03  0.328981E+03  0.738245E-01
 0.653060E+02  0.300750E+03  0.142543E+03  0.273281E+03  0.926485E+02  0.258256E+03  0.302916E+03  0.282077E+03  0.102093E+00
 0.558285E+02  0.150883E+03  0.851112E+02  0.136929E+03  0.545170E+02  0.204239E+03  0.253288E+03  0.242496E+03  0.137035E+00
 0.476212E+02  0.738538E+02  0.481020E+02  0.663564E+02  0.306419E+02  0.159421E+03  0.212541E+03  0.208970E+03  0.178665E+00
 0.405235E+02  0.352253E+02  0.255820E+02  0.309824E+02  0.163996E+02  0.122299E+03  0.178504E+03  0.180461E+03  0.226486E+00
 0.346389E+02  0.168568E+02  0.131701E+02  0.144059E+02  0.858478E+01  0.934267E+02  0.151421E+03  0.157133E+03  0.277152E+00
 0.298846E+02  0.828492E+01  0.678020E+01  0.686720E+01  0.451688E+01  0.720807E+02  0.131009E+03  0.138730E+03  0.327242E+00
 0.259303E+02  0.413188E+01  0.349057E+01  0.332377E+01  0.237768E+01  0.560873E+02  0.115692E+03  0.124068E+03  0.376203E+00
 0.225894E+02  0.206623E+01  0.179701E+01  0.161850E+01  0.124880E+01  0.439827E+02  0.104381E+03  0.112313E+03  0.425522E+00
 0.197522E+02  0.103153E+01  0.925133E+00  0.790804E+00  0.653372E+00  0.347454E+02  0.964654E+02  0.103234E+03  0.475527E+00
 0.173566E+02  0.517254E+00  0.476276E+00  0.389981E+00  0.340227E+00  0.276741E+02  0.912891E+02  0.967398E+02  0.521156E+00
 0.153185E+02  0.260617E+00  0.245196E+00  0.194083E+00  0.176531E+00  0.221633E+02  0.879965E+02  0.921603E+02  0.559758E+00
 0.135644E+02  0.131474E+00  0.126231E+00  0.970760E-01  0.913790E-01  0.177900E+02  0.860500E+02  0.888885E+02  0.592714E+00
 0.120258E+02  0.672359E-01  0.649861E-01  0.503922E-01  0.487823E-01  0.142533E+02  0.833244E+02  0.847862E+02  0.609769E+00

 0.362104E+03  0.257113E+06  0.428728E+04  0.247212E+06  0.428720E+04  0.149214E+04  0.179666E+04  0.164242E+05 -0.188616E-01
 0.253477E+03  0.724354E+05  0.367899E+04  0.910307E+05  0.177548E+05  0.133224E+04  0.136843E+04  0.140045E+04  0.402738E-01
 0.226747E+03  0.478100E+05  0.310596E+04  0.491301E+05  0.476174E+04  0.124697E+04  0.125784E+04  0.114023E+04  0.157983E-01
 0.207681E+03  0.341766E+05  0.257529E+04  0.332906E+05  0.261714E+04  0.116865E+04  0.118167E+04  0.100964E+04  0.699413E-02
 0.189434E+03  0.238642E+05  0.209309E+04  0.227977E+05  0.187788E+04  0.107891E+04  0.109562E+04  0.921032E+03  0.602304E-02
 0.171706E+03  0.161351E+05  0.166401E+04  0.152580E+05  0.141452E+04  0.977997E+03  0.998242E+03  0.829907E+03  0.720141E-02
 0.154320E+03  0.104987E+05  0.129095E+04  0.986731E+04  0.106839E+04  0.867254E+03  0.891079E+03  0.736428E+03  0.100403E-01
 0.137382E+03  0.655787E+04  0.974794E+03  0.613497E+04  0.792372E+03  0.750706E+03  0.778034E+03  0.643317E+03  0.148632E-01
 0.121180E+03  0.393178E+04  0.714363E+03  0.366563E+04  0.570980E+03  0.634611E+03  0.665272E+03  0.554663E+03  0.222253E-01
 0.105960E+03  0.226364E+04  0.506456E+03  0.210604E+04  0.397770E+03  0.525087E+03  0.558965E+03  0.474319E+03  0.330403E-01
 0.918971E+02  0.125238E+04  0.346137E+03  0.116439E+04  0.266743E+03  0.426839E+03  0.463981E+03  0.404184E+03  0.484609E-01
 0.791393E+02  0.666896E+03  0.227165E+03  0.620461E+03  0.171559E+03  0.342664E+03  0.383377E+03  0.344500E+03  0.695961E-01
 0.677605E+02  0.342648E+03  0.142543E+03  0.319068E+03  0.105585E+03  0.272712E+03  0.317554E+03  0.294473E+03  0.974544E-01
 0.577525E+02  0.170537E+03  0.851112E+02  0.158422E+03  0.620558E+02  0.214995E+03  0.264460E+03  0.252559E+03  0.132720E+00
 0.490730E+02  0.823968E+02  0.481020E+02  0.759159E+02  0.347574E+02  0.167221E+03  0.221164E+03  0.217132E+03  0.175451E+00
 0.415765E+02  0.385975E+02  0.255820E+02  0.350037E+02  0.184967E+02  0.127678E+03  0.185170E+03  0.187026E+03  0.225104E+00
 0.353710E+02  0.181074E+02  0.131701E+02  0.160756E+02  0.961281E+01  0.968893E+02  0.156576E+03  0.162393E+03  0.277977E+00
 0.303920E+02  0.873819E+01  0.678020E+01  0.758396E+01  0.501805E+01  0.742554E+02  0.135098E+03  0.142984E+03  0.329831E+00
 0.262925E+02  0.428851E+01  0.349057E+01  0.364098E+01  0.262197E+01  0.574788E+02  0.119072E+03  0.127592E+03  0.379893E+00
 0.228445E+02  0.211667E+01  0.179701E+01  0.176201E+01  0.136826E+01  0.448600E+02  0.107297E+03  0.115333E+03  0.429752E+00
 0.199373E+02  0.104646E+01  0.925133E+00  0.857227E+00  0.712059E+00  0.353192E+02  0.990926E+02  0.105921E+03  0.479673E+00
 0.174972E+02  0.521257E+00  0.476276E+00  0.421588E+00  0.369337E+00  0.280711E+02  0.937465E+02  0.992250E+02  0.524817E+00
 0.154296E+02  0.261487E+00  0.245196E+00  0.209467E+00  0.191108E+00  0.224521E+02  0.903512E+02  0.945233E+02  0.562748E+00
 0.136553E+02  0.131553E+00  0.126231E+00  0.104677E+00  0.987331E-01  0.180080E+02  0.883379E+02  0.911757E+02  0.594939E+00
 0.121023E+02  0.671308E-01  0.649861E-01  0.542522E-01  0.525736E-01  0.144220E+02  0.855650E+02  0.870305E+02  0.611539E+00

 0.362375E+03  0.258350E+06  0.428728E+04  0.248387E+06  0.428720E+04  0.149235E+04  0.179495E+04  0.164242E+05 -0.186620E-01
 0.254715E+03  0.739530E+05  0.367899E+04  0.926389E+05  0.176311E+05  0.133557E+04  0.136993E+04  0.140196E+04  0.395752E-01
 0.229601E+03  0.500010E+05  0.310596E+04  0.515344E+05  0.465107E+04  0.125739E+04  0.126719E+04  0.114205E+04  0.144157E-01
 0.211874E+03  0.364952E+05  0.257529E+04  0.359586E+05  0.260995E+04  0.118722E+04  0.119975E+04  0.101919E+04  0.548847E-02
 0.194039E+03  0.257333E+05  0.209309E+04  0.250535E+05  0.194629E+04  0.110294E+04  0.111942E+04  0.941210E+03  0.476695E-02
 0.176155E+03  0.174591E+05  0.166401E+04  0.168960E+05  0.149998E+04  0.100454E+04  0.102461E+04  0.854268E+03  0.615160E-02
 0.158387E+03  0.113803E+05  0.129095E+04  0.109569E+05  0.114365E+04  0.894084E+03  0.917716E+03  0.760366E+03  0.901054E-02
 0.141030E+03  0.711868E+04  0.974794E+03  0.682127E+04  0.851214E+03  0.776365E+03  0.803519E+03  0.664833E+03  0.136301E-01
 0.124405E+03  0.427433E+04  0.714363E+03  0.407820E+04  0.614815E+03  0.657894E+03  0.688457E+03  0.573260E+03  0.206445E-01
 0.108775E+03  0.246490E+04  0.506456E+03  0.234346E+04  0.429250E+03  0.545200E+03  0.579064E+03  0.489910E+03  0.309810E-01
 0.943231E+02  0.136593E+04  0.346137E+03  0.129516E+04  0.288577E+03  0.443447E+03  0.480633E+03  0.417010E+03  0.458323E-01
 0.811811E+02  0.728238E+03  0.227165E+03  0.689078E+03  0.186054E+03  0.355743E+03  0.396532E+03  0.354946E+03  0.664529E-01
 0.694464E+02  0.374152E+03  0.142543E+03  0.353423E+03  0.114701E+03  0.282767E+03  0.327705E+03  0.302927E+03  0.938980E-01
 0.591119E+02  0.185592E+03  0.851112E+02  0.174756E+03  0.674795E+02  0.222655E+03  0.272316E+03  0.259480E+03  0.129104E+00
 0.501118E+02  0.890062E+02  0.481020E+02  0.832153E+02  0.377790E+02  0.172837E+03  0.227267E+03  0.222838E+03  0.172482E+00
 0.423384E+02  0.412197E+02  0.255820E+02  0.380719E+02  0.200548E+02  0.131602E+03  0.189918E+03  0.191664E+03  0.223362E+00
